SpO2,HeartRate,Label
90.81905458013472,97.59942412746051,1
88.79190952814326,61.89023922568804,2
98.19229960494397,96.94194219187096,0
92.24977447374532,56.34032735535432,1
98.20696200936835,61.655627407845415,0
99.60344590182348,63.01282719031367,0
85.51946324133803,61.943299900881584,2
85.80173497180975,77.95734256997059,2
91.47611723041736,58.44694821788647,1
87.42656488640304,65.2766112496225,2
87.17564564054123,42.18901875936461,2
98.43594732940068,72.82015176587038,0
88.44116373627938,72.27369451215442,2
91.5556946149433,77.25958085686224,1
98.66009066509802,98.18652276142885,0
91.60273527443697,79.810855921769,1
85.90551802331757,53.059687886256896,2
88.66620387593919,73.98208444223305,2
91.93161111407974,81.14965207392208,1
95.62138580278008,70.60660760344228,0
96.18425167944913,88.4224416697139,0
87.84137066776736,104.75548785156407,2
87.37132344067248,42.64753678997081,2
92.27971565535489,76.49282949879641,1
86.71076404387048,81.06637555824571,2
96.79928771628526,98.16841775062164,0
85.5739544758604,46.716395999330175,2
96.66263490419739,81.39702387507134,0
86.75548923280553,65.63165041782167,2
85.12174285892328,91.96808724565057,2
90.03276703851722,81.92075853811423,1
87.58431985657988,83.72911063594492,2
96.41145263145488,69.75227689192063,0
96.69640847837302,87.12049310259965,0
88.75522679168661,108.54612402397224,2
86.13418749914226,61.52970824920637,2
86.26247849925798,93.32916752382505,2
88.91626532227421,53.09671054778791,2
88.21212092500014,105.82026167648077,2
93.47236377301613,96.83383811260698,1
99.18223424867794,65.54459562791735,0
93.10712906632367,91.46617328058687,1
90.31555709313079,78.1425490912847,1
99.563187625324,61.38843196037567,0
93.27736211602102,57.019300381206016,1
90.24888723233279,75.76249268643721,1
91.04514938136208,78.10569975632495,1
96.05151530409258,88.73347462093665,0
99.00979721856432,72.36325988086573,0
98.59638384182209,81.12774550648156,0
86.31102195528346,65.00379144129926,2
97.71471574809725,86.10215738077659,0
88.20055825983455,53.338568056436586,2
86.65182004555182,92.73064958161123,2
87.40288116632605,113.17253775906586,2
87.39369094261849,97.05343264196426,2
99.58943116040325,88.73183753971638,0
97.15985799183711,69.46860681978876,0
96.06474521775829,60.62388425013625,0
98.64766827955205,90.56729533102168,0
96.74956436120816,82.50174662591431,0
90.20332652943584,79.09065842492575,1
97.67600769439872,93.58112768224413,0
85.63209487996764,48.6291038830761,2
97.55168443250133,78.51241226291455,0
97.91443465872946,84.88744231936151,0
99.5618918180636,77.58659358000027,0
85.58162073192297,109.17063966147573,2
92.36712311093467,76.77245335806245,1
90.7247555292912,87.0341691498035,1
97.13097216894758,77.6306843567384,0
85.4451396289066,75.65332279197658,2
92.67315336391474,100.77637428895109,1
90.46618233706162,50.17543498932819,1
85.83350133682707,114.00028946262415,2
98.94207934614637,96.03685875823884,0
91.33413964267436,102.97777728004982,1
91.92996468341678,62.01353581037294,1
98.71594911665915,98.1082619654988,0
87.21785415609314,67.72839681490788,2
86.2278956710675,80.44817314046016,2
91.52399764742162,107.75496804259981,1
96.62021227546549,75.26846087967387,0
86.91167626613152,58.647704170844214,2
85.80290601440406,57.87896789534135,2
95.36321941380933,96.78386178660489,0
86.69114962876255,67.19624372723489,2
92.49532683262207,86.9804166336349,1
95.61099114595888,85.91296480677669,0
93.23039167751712,102.44199981222845,1
85.70031098675445,74.73538484866162,2
92.93281557933545,62.313102441270274,1
97.60770757604867,89.6608828845776,0
87.1881322533702,93.26682517008878,2
97.70676594925564,60.13894378226996,0
97.17540788122238,87.95514484947248,0
93.49266035882492,57.697585062804514,1
90.53683949816855,94.45849946473083,1
87.67567938766649,66.72461387905585,2
88.20153475642572,47.77255592495523,2
99.86903607011924,92.44553760505485,0
97.0083993874319,78.16655151306551,0
91.94888912496104,75.61686330103562,1
90.45720130732924,68.79402707766201,1
85.45981425376183,78.2574139652133,2
85.87425059060871,112.8281075555486,2
92.04843250889431,87.55060053909301,1
85.02154412034027,65.11778287133501,2
86.94429202430707,115.32291573394598,2
86.90351569459378,43.68091354338631,2
90.7657984776297,81.78772538662454,1
96.57755290552123,63.39342691576581,0
99.73444445827913,87.72603648110467,0
90.1704769076795,52.33611730737076,1
97.88364019957265,71.48974385289083,0
99.22184234157433,70.45150892580203,0
88.83977281722986,104.128497614751,2
93.16183186086282,53.811805444042164,1
95.15020990423254,71.32208049542741,0
86.89544688798951,85.3886210660709,2
92.41161739548201,94.37869344145543,1
92.06479154107774,109.51617531072804,1
92.00276221532823,67.45792716130157,1
96.90144664451725,71.12449946302175,0
88.30758071786323,117.39323609493881,2
85.48799400535154,103.59883169907889,2
90.20075387580363,64.24771825855626,1
91.31184221122945,92.1536619375259,1
91.09633029043079,88.16368550049845,1
85.60850210298179,87.55736559566446,2
98.15266493746272,72.84332335649998,0
96.43327863430606,98.43351371682644,0
91.77906311349213,79.11180547334332,1
98.17077854964131,88.65532854201845,0
98.13886242328263,62.701463323105344,0
98.55623709887183,67.78272379825798,0
96.08373616759152,73.98577581686382,0
90.50382084825297,85.71262643033398,1
85.04699819231041,45.19055190090946,2
91.8768142939296,95.75862684256778,1
87.00348260218483,40.59243363860154,2
86.62991091361741,49.056533607622185,2
88.09700802346234,68.88738502074759,2
85.59621160400756,109.42611967996635,2
92.97614421289379,103.05224528461456,1
90.74546547261495,83.22239242046962,1
93.76535069550836,92.01054186606501,1
90.1964775210444,65.94573014745102,1
86.99056832925334,57.04904645078492,2
90.85497937807378,107.7640354530287,1
99.49264194763103,83.06077125481349,0
90.62844801830582,66.95743021846786,1
99.57600051096398,96.27185681162885,0
87.58520516101096,43.80659909241079,2
88.2143817733132,107.18980178010641,2
91.06158328181749,60.56435517929407,1
93.37213728036082,63.09715506655745,1
87.81041454674002,53.00866652320729,2
87.09210514427704,46.5880612517801,2
93.25093369242678,78.28774086402869,1
95.33800866456602,93.36489841555577,0
98.71602677579521,70.47202298188692,0
90.04700189030547,55.17030512017801,1
93.32566599315885,84.0079647221952,1
88.92350037789343,55.41684444040041,2
87.39338165849368,67.4274291098525,2
91.58822616993565,71.00339103304658,1
91.48331319174461,77.69287183721889,1
91.88001434871437,108.62656491601832,1
90.84829893705073,101.5796012817103,1
85.76313483285723,41.306675031922026,2
86.84506146330183,51.68289781552215,2
86.52077178802712,104.25317064461913,2
91.46134672070485,79.3353330449433,1
95.09387950137075,79.20546071776766,0
97.8082802072462,80.78245127290154,0
91.77230460252979,101.05780760933659,1
87.27649862482785,53.800782560280204,2
95.0915835603009,81.1373493795561,0
88.96468376294185,64.95713316929877,2
95.17502311799527,84.31738881155168,0
87.42387120932423,80.51910493727662,2
86.47132580453244,42.074370575942986,2
91.11814709083188,95.01748913763873,1
87.96916274107699,46.028833937041,2
92.52343153827589,96.65292792503777,1
95.74182039419235,84.8428261997,0
92.86568000673083,85.36888146759185,1
86.30698268859334,76.08847031670675,2
99.7494832765386,96.07774412041505,0
93.85569260619991,63.078963320158714,1
96.92848200041158,86.95298519130655,0
92.00118153370607,80.52269170235544,1
97.39239973971146,78.0537113866075,0
98.14458569659985,95.64706510118955,0
91.62615135710473,56.684868000974724,1
91.49847266586457,75.73302279819748,1
85.65632315309264,111.41515619178016,2
87.53885831724645,73.25584424903441,2
97.26980940358345,92.38211891733911,0
93.78995248975659,88.77677864255176,1
92.76127449292913,92.15017923223948,1
98.92214966897032,77.65990144817746,0
96.50028900158281,74.89677099028167,0
93.54903439003284,71.7775684277299,1
98.29781146620688,62.79230395994675,0
92.22565218048837,107.43671102093182,1
87.41504572766347,48.81367286786619,2
87.57094402718735,49.33278737667082,2
86.54227365942913,109.824782104761,2
87.70527854114896,54.473051997264015,2
87.58790191764611,94.18798992229355,2
98.71406854303268,82.70668061171662,0
97.77474544354176,75.55663915764545,0
93.37688086654158,82.22782432763069,1
97.16614746043405,97.034064088939,0
90.69857994274616,82.90906250155527,1
95.62067058192721,85.06735675618037,0
88.30830253002762,119.85225138576214,2
96.06872274209279,86.79325633629293,0
90.28484563555588,56.72259065627682,1
90.11613223122788,50.33600023936451,1
85.82882820462275,101.67848229775386,2
86.94237428265616,58.51393782838522,2
91.04997469650843,62.87935524010608,1
88.77246340502279,85.64974455852031,2
86.28157396442809,89.37523056393005,2
92.97806989528645,96.01625867651268,1
92.79090728610244,65.25614134247685,1
97.43287697832042,89.65136830961524,0
90.12386963074015,50.40037998518718,1
91.43070582540764,56.46229245312951,1
87.70343336653575,89.7417527101012,2
86.49122516343593,40.714558206715935,2
85.00885539248797,108.04293025937287,2
88.93620738722258,66.11782198834356,2
95.90445611903422,74.76368623809373,0
86.25280722521512,51.39989209493411,2
86.62451670373649,91.95625315606881,2
88.05605209112451,67.04536887944137,2
85.2167772115905,43.2296376863065,2
91.01393561026534,82.83231629991297,1
96.7946225238039,80.67666334817984,0
86.40601325737401,99.1719047788693,2
95.52309860574974,74.4012745214903,0
90.2934868477294,65.8182375932867,1
98.66181645418443,83.70697411617212,0
90.43849155332819,77.42944036167158,1
91.14659311743226,79.95307114139422,1
87.68353111707243,79.7691977219462,2
96.30995017313124,85.80333054474914,0
86.95260409877984,40.90863845960402,2
90.32681444541981,94.80138674627983,1
92.27018252586494,93.70326454556032,1
91.24973039356853,81.72834204173438,1
95.90103098935818,63.186053566708516,0
97.57673106193357,84.25946427640704,0
91.3347066549995,96.96859377577829,1
86.72125576218816,70.21509138457267,2
99.93427575975662,84.36157008751304,0
99.67489137741643,86.57207376877886,0
86.00737995709244,71.89931575315383,2
91.4853697120639,51.637888146422796,1
87.16583615232035,115.13197633485562,2
96.96434562667145,98.27181273383569,0
91.63235573842285,74.44872475196857,1
90.10972147353822,92.49073642700412,1
87.32929126523187,71.58109089007466,2
85.4107475136278,104.60440285991213,2
86.32732605938062,62.07900807187953,2
85.13593062132217,68.06201642208127,2
95.56310935352957,84.55104234128022,0
91.23592428848438,77.79960623408559,1
87.48288235055884,112.36796449097197,2
99.76002573221903,69.12454222702408,0
92.51824238091953,60.07035119483278,1
90.57215893010996,105.23548677940059,1
93.42614063616658,52.93107749684035,1
96.91755848657186,70.89447470082742,0
93.32245645604826,77.63418285356687,1
88.44132080442964,83.82350575416305,2
86.48169335054263,84.92928366526833,2
92.95845872696391,67.86285219264076,1
85.56273296096053,113.08808582137596,2
99.31911640693234,88.25132899406283,0
88.2856649038285,99.92687418519765,2
93.60343602181814,51.00355847900568,1
96.27169448793096,83.31548827848714,0
99.57910747764032,76.49127660774963,0
86.44615333227837,118.39318570968328,2
85.50647236810927,111.91577921657469,2
91.64138885010561,86.33865222855307,1
87.62665118837293,100.60241424093084,2
88.67284034450093,93.64816004400997,2
95.95996441746502,62.44737840868225,0
93.78577897443797,58.365384236428284,1
98.40035242470495,93.99607824867346,0
97.23040217430346,83.09381804467174,0
93.99876621120241,103.15967507851761,1
86.39173714954791,79.8397012323824,2
87.05042723255667,112.66699614952049,2
92.83934058904897,70.29465697108317,1
88.3975522125922,88.07733602843408,2
88.42528154455435,47.04970965190617,2
88.39760484891006,103.8001928103464,2
92.89190319899971,80.82225372182769,1
91.92939471176246,97.51663119868255,1
91.93143690108818,96.07530471197967,1
93.11054150716762,54.437204994871,1
85.53125070063092,86.52408923197379,2
98.33756052511465,81.73951499410379,0
93.06259869767335,68.765731660777,1
88.79925268984653,65.15691938059783,2
88.42370531738716,87.93131063012436,2
91.2157850156396,88.11709128270257,1
85.20962917146578,46.43732849827158,2
87.20333758550365,67.07104188112405,2
85.5393592417848,66.28396163803077,2
85.20176104335766,40.514053325955956,2
93.02964987163003,72.88408326616785,1
91.28736494266698,99.00367845601025,1
87.94563871836499,45.48362004463265,2
86.92479271206078,89.0114704327044,2
93.73025849825798,69.2249362351173,1
93.97751054120482,94.24612774383115,1
86.71724170522316,115.57543133073116,2
98.9155855118151,64.7296809569173,0
88.82137855692507,67.4027738020223,2
87.82993814321532,90.90314238583423,2
88.46574847993222,114.64500567874839,2
88.89381901697516,69.92433335456401,2
90.19704607332932,96.82060559776355,1
93.08416853338208,50.28453019979216,1
88.55251401268998,66.60320520831714,2
88.75301685925072,46.64855801827865,2
98.16804192924525,63.43965627160925,0
87.6851102598444,73.77827686752207,2
93.78464844331802,94.31247192737808,1
98.15972199806176,87.62022610169757,0
91.4932758826696,92.87838739659708,1
87.09263463322473,75.46782170023492,2
87.92258240193145,89.42888473391653,2
92.36510049335001,56.93736558721553,1
95.96481420771983,95.08978271874196,0
92.67603785265443,85.88695091041862,1
98.95404735562323,79.46042638627915,0
86.7466126617036,67.29188564905658,2
85.35280949764147,44.78986251412792,2
99.70474158383941,86.41360927894111,0
95.61381903185631,96.33540237433505,0
96.18361759886899,99.77265200840449,0
99.52323877877181,91.65755874742419,0
92.86378234532934,72.06415346856289,1
95.53823487840572,63.729357990469396,0
93.01634388543334,54.65436334612907,1
92.403912309711,90.66223205101184,1
96.9472217995325,71.24845267721933,0
96.52211866580232,76.64469646833919,0
97.54755525898007,76.03565736110774,0
90.87139227291728,94.84484207559726,1
85.8928938787228,80.99037481124874,2
93.53114848115047,103.29191641312819,1
97.81108230390223,97.9387685306351,0
95.66621073983882,93.04969640595641,0
92.04115853974272,96.7938493993556,1
88.28845985120289,76.37650978561925,2
92.49734823411995,62.319735705758,1
92.7742261485565,59.037511587561006,1
90.73433846170393,104.54756545538162,1
86.46293918068578,77.87369776490567,2
92.128481904724,77.21724143222582,1
91.70284270157208,74.49374779695718,1
86.78059435859201,109.92560062171944,2
95.3995226609338,64.78932436374579,0
91.90585826747817,62.102278985600655,1
95.09408714741538,81.21575867973121,0
97.12485814393186,89.5497287307438,0
85.32019254571217,105.59498475510875,2
87.8327858368598,82.53037154600464,2
87.50067054200404,75.52445594914101,2
93.5206241166442,51.729869716508006,1
90.25106679673775,89.9728729887187,1
99.14461556717318,77.45253438942868,0
96.56424489899318,81.97645230045143,0
93.94630985920861,109.16403117272728,1
93.32811834770547,52.83452381348066,1
86.52590262952393,92.1949488891677,2
87.34895061371279,106.5766261981586,2
92.97548486284045,79.93155616090118,1
95.34621840344587,86.79082035852133,0
85.55181355002864,97.74528560068912,2
98.18413379184001,81.91879320971958,0
93.44897901213685,56.206411477622524,1
99.47884706718828,89.96768799078149,0
90.36946577976286,66.05874053156299,1
95.0076707922034,97.1327693880438,0
93.5282856148471,68.69131893509308,1
99.3181681297632,64.60035643492121,0
95.42281698885841,73.91421659197786,0
93.22064360794678,97.65091058106916,1
92.67340525188044,94.84104359921511,1
88.89006218146694,51.946843963437395,2
96.38873691937427,94.70814344015108,0
86.63364306822153,57.282362953180055,2
96.43029370008828,78.57360730564899,0
96.33795360257773,98.1579830921956,0
88.32561815067287,75.60135965084567,2
87.34485989352409,80.19187234186808,2
97.37971755829633,73.35383564742119,0
90.69434869976713,72.57576044959104,1
99.11350546840481,73.56979570479209,0
93.56536373569207,82.95977774051012,1
90.82981540542279,97.91792620491756,1
98.0724695847216,94.19410972791734,0
87.77299802039157,82.40139710108602,2
93.45449653251572,81.49005056358544,1
98.95770361645693,89.83507486419587,0
96.44711845158135,84.11618108255757,0
96.20097744516762,67.27189747782236,0
98.23849093154834,87.14144958606424,0
85.5711403776539,57.605549875850144,2
97.52356610126364,88.08094659672476,0
90.44183160726874,67.51366215964902,1
85.01596900468734,97.93721207756539,2
92.19906973319844,88.08150467441743,1
90.4572173846762,97.4485652565966,1
95.62480307335987,97.10128242015224,0
95.31845425443086,62.7539030639385,0
90.35265508552038,80.9851732010008,1
97.93635852632828,67.0815679467522,0
99.86295679326317,84.41641515819902,0
93.54624792139363,96.06954630217933,1
95.7394521633655,83.43202379027164,0
87.1863580566056,108.5407965784631,2
88.67758772231669,40.55956630486712,2
85.26798506729091,107.58541576446764,2
88.21886432194356,83.49763866723478,2
86.26919102025286,106.9834293752942,2
93.87452669868802,55.07031896244734,1
86.9607177061804,45.87014087062655,2
98.65346631645892,80.39174105276126,0
90.73580182338507,88.34727302610631,1
95.52247689450405,95.40936419439409,0
98.16481820341683,98.98130010423955,0
85.91548878129169,101.3276734617632,2
98.80222495815586,71.0900389352282,0
85.37889409029557,64.12074063003647,2
90.19699697361918,96.20744069905865,1
90.4497941127096,73.68398157742564,1
91.1899495693484,52.577030903949066,1
90.24514051961737,63.579487614172166,1
88.89071744674573,86.00872599288016,2
92.93634074454941,59.91993043360723,1
91.36645788290883,68.30369989663703,1
99.44823773189377,81.509099935736,0
87.96224344394146,85.16360106381967,2
98.70302948792985,70.76978466894506,0
92.84989164536616,89.60534651897706,1
90.49926240754915,67.04368160057473,1
97.90942079227479,79.30422692681444,0
85.1871943749397,46.61716497128577,2
99.32430625066745,77.80422696616647,0
87.75009594089694,59.43435135507649,2
99.12064826510431,91.8320891312409,0
85.23730482462817,108.51661676210942,2
91.7830157081517,55.99028566322897,1
85.47536211832488,52.459784074345194,2
97.4466035207372,96.33530801506093,0
91.7055773171104,81.65433009543347,1
97.86116396806044,68.30445856509306,0
95.64714272608141,87.44572517138658,0
85.10734498700295,105.30735448542538,2
97.0872691465597,80.54751364333701,0
96.22683688492008,77.35554984951176,0
95.2641540035407,87.9113704319663,0
93.65704694211317,51.924607258763785,1
88.06647062620132,74.61654910998111,2
85.60755299251586,75.71511898747069,2
93.34560633580163,52.04668115374825,1
98.07739006244474,89.68363970491569,0
98.47342933527607,88.71307433638694,0
99.19281440764524,92.23105629278112,0
96.93423796022054,96.30499821473654,0
87.02236907270667,86.59624904447374,2
91.52896996200545,96.1075945073093,1
99.04695306023517,94.59467156910789,0
87.65477174907495,117.13046341490663,2
86.5478312698805,111.87139832164796,2
91.38584693355033,66.69980200268799,1
88.49491704290716,41.01740977006615,2
87.10198295245601,59.925392662922704,2
92.44760093077491,100.86436316822815,1
86.34962740972351,97.76083451191313,2
87.15134093075503,103.00767454644826,2
98.60387384080299,70.56693439368664,0
95.96278819200933,72.72264230212576,0
90.52799880918437,89.39174661001944,1
85.22873181527007,112.2324724131059,2
86.35925199161038,101.02623818590367,2
88.6233505446288,99.2577949966748,2
86.83016066693637,62.60437375161354,2
95.54939127000203,85.0625053882173,0
85.08053427734232,95.06712296383958,2
90.4310238292896,80.91471157499741,1
92.43350584713872,79.41725210166516,1
92.53771112886916,89.67333975061663,1
95.18638782244184,80.81080313252237,0
96.67004585740015,95.06948747046843,0
92.34479361320754,102.42756777254002,1
99.60552311529955,70.42081830979784,0
90.30458421533103,72.57810071698567,1
97.97952454862137,94.76435252142196,0
85.55840313558487,75.63843497772851,2
88.39226082960244,98.58893503672178,2
97.51889070787283,67.83290300881076,0
99.13845385008295,80.15376224753759,0
88.15172525352953,57.952321287687425,2
85.9107583734506,86.27253219558065,2
99.1787109729103,74.72769384026365,0
98.1800835615773,61.24180898332365,0
92.2351693345883,91.79373056426279,1
97.24537472801532,75.61704277684859,0
96.18253895152073,97.91100112663268,0
97.66224111676145,99.70062650570407,0
93.30499929786612,69.87012053260976,1
87.68220988863145,45.91029992889617,2
88.96738525580362,44.190913941864814,2
93.45426845550367,52.57787324055557,1
97.64430727535783,94.63136805141522,0
87.01306697853124,44.92743485631809,2
85.06893592037598,75.56209006734599,2
98.67376969452125,69.29441063465079,0
86.42230497499546,105.22101541729474,2
93.19027243287643,82.64799396941795,1
90.81793081887463,73.89319818447183,1
92.59697245810682,54.9332384806153,1
99.71590518605122,69.49722334002142,0
90.9942494888538,63.78884236285212,1
88.06129880841692,85.9561017916875,2
86.53200392169398,93.85545531841913,2
99.72607384834376,98.25025301364609,0
92.4934801819579,71.963675250726,1
91.4594633084861,59.166321538082215,1
92.03925590090486,58.042242400432215,1
92.36275545756742,71.95269414021216,1
91.3171417114696,76.86419057011358,1
91.11792560489451,96.35920468154126,1
88.36734837656823,81.25094456125427,2
95.45442273981114,62.20657070126919,0
97.34131889252059,73.8021376064575,0
96.30494894766,67.1383228397377,0
95.55152378633568,97.16551660351527,0
99.46701657021777,98.5914882390568,0
87.66952871542375,51.3086150733016,2
90.51819591956354,71.54237386375588,1
98.66352406182351,72.05335910527388,0
93.16901920438023,77.80690824826249,1
92.85613369868753,62.33782174043519,1
98.699936255795,60.172721111686684,0
88.98215337082055,70.16614824471964,2
95.24028129047666,96.55427827711088,0
87.851796807088,91.99735342891127,2
90.4641797850598,57.5279305911144,1
87.027549287813,48.73655268026412,2
92.74790558232868,64.62694760976794,1
